1;8;2;2;0;3;3;3;0;0;0;0;0;5;1;2;2;0;0;3;1;1;1;0;0;0;0;0;0;0;0;5;1;1;0;3;2;1;1;1;0;680;110;120;150;300;0;0;0;0;0;384;0;0;84;300;296;110;120;66;0;0;0;0;0;0;0;0;0;0;0;1280;230;230;300;520;1280;230;230;300;520;0;0;0;0;0;0;0;0;0;0;296;110;120;66;0;1272;680;296;296;296;0;0;0;384;0;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2776;999999;999999;999999;999999;0;0;0;0;0;30;100;22;100;100;60;23;0;88;88;88;0;0;285;95;95;95;70;0;0;0;0;0;0;0;0;0;38;50;33;33;0;0;0;280606;334637;103690;7150;8640;24300;63600;0;0;0;0;0;77208;0;0;13608;63600;26482;7150;8640;10692;0;0;0;0;0;0;0;0;0;0;0;230947;68638;93671;68638;434900;732;194;254;284;0;0;732;194;254;284;0;0;0;0;0;0;0;0;0;0;286000;286000;0;0;0;250;750;450;0;3256;0;3972;15000;0;124490;124090;10450;12240;28800;72600;400;15306;0;0;0;0;0;0;15306
2;8;2;2;0;1;3;3;0;1;1;1;0;5;1;1;2;1;0;3;1;0;1;0;1;0;0;0;0;0;0;5;1;1;0;3;2;1;1;1;0;549;96;103;128;222;0;0;0;0;0;121;0;0;84;37;428;96;103;44;185;0;0;0;0;0;0;0;0;0;0;600;120;110;150;220;0;0;0;0;0;0;0;0;0;0;131;14;17;22;78;263;0;0;0;263;919;0;263;394;263;131;131;131;121;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;14;17;22;78;0;0;0;0;0;131;14;17;22;78;0;0;0;0;0;131;131;0;0;0;0;0;42;42;42;0;42;0;0;2644;48;34;11;12;0;0;0;0;100;0;100;30;71;12;0;31;12;88;88;88;88;88;270;90;90;90;70;0;0;0;0;0;0;0;0;0;38;50;0;33;0;100;100;312103;300246;81456;6240;7416;20736;47064;0;0;0;0;0;21452;0;0;13608;7844;60004;6240;7416;7128;39220;0;0;0;0;0;0;0;0;0;0;218790;65025;88740;65025;14076;732;194;75;284;75;104;732;194;75;284;75;104;0;0;0;0;0;0;0;0;0;0;0;0;0;250;750;450;0;2893;0;9001;0;0;0;0;0;0;0;0;0;45573;29649;1134;1445;4840;22230;0;15924
3;8;2;2;0;1;3;3;0;1;1;1;0;5;1;1;2;1;0;3;1;0;1;0;1;0;0;0;0;0;0;5;1;1;0;3;2;1;1;1;0;394;77;64;90;163;0;0;0;0;0;22;0;0;0;22;372;77;64;90;141;0;0;0;0;0;0;0;0;0;0;600;120;110;150;220;0;0;0;0;0;0;0;0;0;0;155;19;39;38;59;99;0;0;84;15;663;0;99;254;99;155;155;155;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;19;39;38;59;0;0;0;0;0;155;19;39;38;59;0;0;0;0;0;155;155;0;0;0;0;0;44;44;44;0;44;0;0;2700;12;5;7;5;0;0;0;0;100;0;101;19;81;14;0;20;14;88;88;88;88;88;255;85;85;85;70;0;0;0;0;0;0;0;0;0;38;50;0;33;0;100;100;347057;265385;58749;5005;4608;14580;34556;0;0;0;0;0;4664;0;0;0;4664;54085;5005;4608;14580;29892;0;0;0;0;0;0;0;0;0;0;206636;61413;83810;61413;11684;1032;194;75;284;75;104;732;194;75;284;75;104;0;0;0;0;0;0;300;0;0;0;0;0;0;250;750;450;0;1089;0;8113;0;0;0;0;0;0;0;0;0;46638;30029;1539;3315;8360;16815;0;16609
4;11;1;1;0;2;4;4;0;2;2;2;0;5;0;2;2;1;0;6;1;0;2;1;2;0;0;0;0;0;0;5;1;1;0;3;2;1;1;1;0;438;165;114;63;96;0;0;0;0;0;60;0;60;0;0;378;165;54;63;96;0;0;0;0;0;0;0;0;0;0;600;120;110;150;220;0;0;0;0;0;0;0;0;0;0;183;32;57;27;67;189;120;47;0;22;1154;227;189;372;189;183;183;183;60;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;32;57;27;67;0;0;0;0;0;183;32;57;27;67;0;0;0;0;0;183;183;0;0;0;0;0;53;53;53;0;53;0;0;2694;12;2;3;2;0;0;0;0;100;20;100;21;57;8;20;30;16;84;84;84;84;84;264;92;89;83;70;0;0;0;0;0;0;0;0;0;55;100;0;50;50;100;100;349424;266182;49491;10725;8208;10206;20352;0;0;0;0;0;4320;0;4320;0;0;45171;10725;3888;10206;20352;0;0;0;0;0;0;0;0;0;0;216691;66470;90253;59968;46760;1061;104;165;388;196;208;1061;104;165;388;196;208;0;0;0;0;0;0;0;0;12880;0;280;0;12600;250;750;650;0;2079;0;6776;0;0;22314;22314;11400;10914;0;0;0;49127;32472;2592;4845;5940;19095;0;16655
5;11;1;1;0;3;3;3;0;2;2;2;0;5;0;3;1;1;0;6;1;0;2;1;2;14;2;3;3;3;3;5;1;1;0;3;2;1;1;1;0;592;135;33;178;246;0;0;0;0;0;49;0;0;0;49;543;135;33;178;197;0;0;0;0;0;0;0;0;0;0;370;0;0;150;220;0;0;0;0;0;0;0;0;0;0;208;30;81;30;67;373;0;60;145;168;1732;362;373;581;373;208;208;208;49;0;49;0;0;0;0;0;6;0;0;0;0;6;3;2;1;208;30;81;30;67;0;0;0;0;0;208;30;81;30;67;0;0;0;0;0;208;208;0;0;0;0;0;69;69;69;0;69;0;0;2529;7;0;7;3;0;0;0;0;97;36;100;33;54;8;36;35;16;81;79;79;79;79;258;90;87;81;70;3;0;0;0;0;3;1;1;0;55;100;0;67;50;100;100;301290;302870;91041;8775;2376;27738;52152;0;0;0;0;0;10388;0;0;0;10388;80653;8775;2376;27738;41764;0;0;0;0;0;0;0;0;0;0;211829;65025;88281;58523;98856;1676;146;408;476;314;332;1061;104;255;298;196;208;615;42;153;178;118;124;0;0;280;0;280;0;0;250;750;650;0;4103;0;12098;0;0;79049;79049;0;0;26535;52514;0;50722;35010;2430;6885;6600;19095;0;15712
6;11;1;1;0;3;3;3;0;2;2;2;0;5;0;3;1;1;0;6;1;0;2;1;2;0;0;0;0;0;0;5;1;1;0;3;2;1;1;1;0;607;109;220;136;142;0;0;0;0;0;15;0;15;0;0;592;109;205;136;142;0;0;0;0;0;0;0;0;0;0;480;80;250;80;70;480;80;250;80;70;0;0;0;0;0;234;26;62;42;104;283;0;234;0;49;1517;249;283;517;283;234;234;234;15;0;15;0;0;0;0;0;2;0;0;0;0;2;0;1;1;234;26;62;42;104;0;0;0;0;0;234;26;62;42;104;0;0;0;0;0;234;234;0;0;0;0;0;70;70;70;0;70;0;0;2480;4;4;4;1;0;0;0;0;99;22;100;41;68;13;22;43;25;84;84;84;84;84;252;88;85;79;70;1;0;0;0;0;1;0;0;0;55;100;0;67;50;100;100;322255;280000;73033;7085;14676;21168;30104;0;0;0;0;0;990;0;990;0;0;72043;7085;13686;21168;30104;0;0;0;0;0;0;0;0;0;0;206967;63580;86309;57078;41714;1561;104;255;298;196;208;1061;104;255;298;196;208;0;0;0;0;0;0;500;0;280;0;280;0;0;250;750;650;0;3113;0;10806;0;0;24304;23904;0;23904;0;0;400;62379;46256;2106;5270;9240;29640;0;16123
7;13;1;1;0;4;3;3;0;3;2;2;0;5;0;3;1;1;0;8;1;1;2;2;2;0;0;0;0;0;0;5;1;1;0;3;2;1;1;1;0;351;90;152;71;38;0;0;0;0;0;0;0;0;0;0;351;90;152;71;38;0;0;0;0;0;0;0;0;0;0;680;80;0;230;370;450;0;0;150;300;0;0;0;0;0;256;19;68;65;104;15;0;15;0;0;798;0;15;271;15;256;256;256;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;256;19;68;65;104;0;0;0;0;0;256;19;68;65;104;0;0;0;0;0;256;256;0;0;0;0;0;75;75;75;0;75;0;0;2721;3;2;1;0;0;0;0;0;100;0;20;21;54;14;0;21;27;84;84;84;84;84;246;86;83;77;70;0;0;0;0;0;0;0;0;0;62;100;25;67;67;100;100;382102;237185;35080;5850;10140;11034;8056;0;0;0;0;0;0;0;0;0;0;35080;5850;10140;11034;8056;0;0;0;0;0;0;0;0;0;0;202105;62135;84337;55633;8808;1251;104;341;298;300;208;1251;104;341;298;300;208;0;0;0;0;0;0;0;0;280;0;280;0;0;250;750;650;0;165;0;5262;0;0;200;0;0;0;0;0;200;68555;51259;1539;5780;14300;29640;0;17296
8;14;2;2;0;4;3;3;0;3;2;2;0;6;1;3;1;1;0;8;1;1;2;2;2;0;0;0;0;0;0;5;1;1;0;3;2;1;1;1;0;543;68;70;112;293;0;0;0;0;0;71;0;0;0;71;472;68;70;112;222;0;0;0;0;0;0;0;0;0;0;1160;80;0;460;620;400;0;0;150;250;0;0;0;0;0;256;22;82;39;113;377;0;0;80;297;1970;448;377;633;377;256;256;256;71;0;71;0;0;0;0;0;7;0;0;0;0;7;5;1;1;256;22;82;39;113;0;0;0;0;0;256;22;82;39;113;0;0;0;0;0;256;256;0;0;0;0;0;79;79;79;0;79;0;0;2600;2;1;2;2;0;0;0;0;97;31;100;49;54;14;62;51;27;84;84;84;84;84;252;84;84;84;70;3;0;0;0;0;3;2;0;0;57;50;25;67;67;100;100;316593;293819;89615;4420;4680;17775;62740;0;0;0;0;0;15052;0;0;0;15052;74563;4420;4680;17775;47688;0;0;0;0;0;0;0;0;0;0;204204;60690;82824;60690;131158;1371;224;341;298;300;208;1371;224;341;298;300;208;0;0;0;0;0;0;0;0;7280;0;280;0;7000;250;750;650;0;4147;0;11184;0;0;105526;105326;0;0;15360;89966;200;65549;49537;1782;6970;8580;32205;0;16012
9;14;2;2;0;4;3;3;0;3;2;2;0;6;1;3;1;1;0;8;1;1;2;2;2;3;0;3;0;0;0;5;1;1;0;3;2;1;1;1;0;495;103;118;66;208;0;0;0;0;0;0;0;0;0;0;495;103;118;66;208;0;0;0;0;0;0;0;0;0;0;1180;220;290;420;250;410;140;150;120;0;0;0;0;0;0;255;42;82;46;85;278;77;130;0;71;1528;207;278;533;278;255;255;255;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;1;2;255;42;82;46;85;0;0;0;0;0;255;42;82;46;85;0;0;0;0;0;255;255;0;0;0;0;0;73;73;73;0;73;0;0;2577;3;1;1;2;0;0;0;0;99;9;65;42;54;16;18;44;32;84;79;84;84;84;246;82;82;82;70;1;0;0;0;0;1;0;0;1;57;50;25;67;67;100;100;340564;268809;69467;6695;7824;10449;44499;0;0;0;0;0;0;0;0;0;0;69467;6695;7824;10449;44499;0;0;0;0;0;0;0;0;0;0;199342;59245;80852;59245;37428;1825;224;546;298;300;208;1371;224;341;298;300;208;205;0;205;0;0;0;0;249;280;0;280;0;0;250;750;650;0;3058;0;10420;0;0;20195;19795;7315;12480;0;0;400;61199;44717;3402;6970;10120;24225;0;16482
10;9;1;1;0;3;2;2;0;2;1;1;0;6;1;3;1;1;0;3;0;0;1;1;1;14;3;3;3;3;2;5;1;1;0;3;2;1;1;1;0;380;70;31;162;117;0;0;0;0;0;0;0;0;0;0;380;70;31;162;117;0;0;0;0;0;0;0;0;0;0;1160;140;150;420;450;200;0;0;0;200;1110;140;150;370;450;255;33;87;44;91;140;0;0;140;0;1185;140;140;395;140;255;255;255;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;255;33;87;44;91;0;0;0;0;0;255;33;87;44;91;0;0;0;0;0;255;255;0;0;0;0;0;75;75;75;0;75;0;0;2692;2;0;3;1;0;0;0;0;100;9;47;32;58;21;9;22;21;83;83;83;83;85;236;77;79;80;70;0;0;0;0;0;0;0;0;0;33;0;0;50;50;100;100;365099;248834;56674;4550;2052;25047;25025;0;0;0;0;0;0;0;0;0;0;56674;4550;2052;25047;25025;0;0;0;0;0;0;0;0;0;0;192160;55633;78727;57800;38161;1970;192;408;310;314;146;869;120;255;194;196;104;501;72;153;116;118;42;600;0;180;0;180;0;0;250;0;0;0;1540;0;8501;0;0;25720;25620;0;0;25620;0;100;62646;45683;2673;7395;9680;25935;0;16963
